Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
49,Male,84.5,1.85,173.0,158.0,71.0,0.87,HIIT,27.8,3.5,5,Intermediate,24.6,9.5,0.8529411764705882,8.102941176470589,595.7
38,Male,69.7,1.74,187.0,169.0,70.0,0.33,HIIT,28.2,2.9,3,Beginner,23.1,9.5,0.8461538461538461,8.038461538461538,184.9
25,Female,84.5,1.65,194.0,142.0,79.0,0.87,Yoga,29.7,3.7,2,Beginner,30.9,3.0,0.5478260869565217,1.643478260869565,120.8
55,Male,76.7,1.68,161.0,136.0,77.0,0.58,Strength,24.3,3.4,3,Beginner,27.2,6.0,0.7023809523809523,4.2142857142857135,187.5
25,Male,78.4,1.73,200.0,179.0,56.0,0.66,HIIT,11.4,3.1,4,Advanced,26.2,9.5,0.8541666666666666,8.114583333333332,419.9
20,Male,73.6,1.78,197.0,179.0,77.0,0.79,HIIT,26.0,3.6,3,Intermediate,23.3,9.5,0.85,8.075,469.5
20,Female,46.3,1.6,201.0,181.0,71.0,0.42,HIIT,30.5,2.0000000000000004,5,Intermediate,18.0,9.5,0.8461538461538461,8.038461538461538,156.3
39,Male,61.2,1.72,183.0,149.0,70.0,0.94,Strength,10.9,3.8,7,Advanced,20.8,6.0,0.6991150442477876,4.1946902654867255,241.3
23,Male,56.8,1.63,193.0,175.0,72.0,1.32,HIIT,18.7,4.3,3,Intermediate,21.4,9.5,0.8512396694214877,8.086776859504132,606.3
19,Female,63.2,1.66,197.0,154.0,73.0,0.92,Cardio,27.6,3.1,2,Beginner,22.9,7.0,0.6532258064516129,4.57258064516129,265.9
40,Female,68.7,1.7,179.0,148.0,77.0,0.58,Strength,24.8,3.2,2,Beginner,23.9,6.0,0.696078431372549,4.1764705882352935,166.4
19,Female,75.1,1.68,205.0,185.0,74.0,1.02,HIIT,31.1,3.2,2,Beginner,26.6,9.5,0.8473282442748091,8.049618320610687,616.6
55,Female,77.2,1.75,167.0,140.0,76.0,0.74,Strength,27.5,3.8,2,Beginner,25.1,6.0,0.7032967032967034,4.21978021978022,241.1
34,Female,85.6,1.73,179.0,154.0,78.0,0.68,Mixed,30.7,4.0,2,Beginner,28.6,8.0,0.7524752475247525,6.01980198019802,350.4
52,Female,53.2,1.53,178.0,140.0,71.0,0.87,Cardio,21.3,3.0,3,Intermediate,22.8,7.0,0.6448598130841121,4.5140186915887845,208.9
51,Male,59.7,1.54,171.0,143.0,77.0,1.03,Strength,27.0,3.7,2,Beginner,25.0,6.0,0.7021276595744681,4.212765957446809,259.0
40,Male,68.5,1.64,178.0,141.0,73.0,0.87,Cardio,22.3,3.4,2,Beginner,25.4,7.0,0.6476190476190476,4.533333333333333,270.2
47,Female,86.7,1.86,172.0,120.0,57.0,1.14,Yoga,14.2,4.0,7,Expert,25.0,3.0,0.5478260869565217,1.643478260869565,162.4
25,Male,74.1,1.59,194.0,174.0,64.0,1.59,HIIT,11.3,4.3,6,Expert,29.1,9.5,0.8461538461538461,8.038461538461538,947.1
39,Female,74.9,1.66,179.0,133.0,77.0,0.82,Yoga,27.4,3.5,5,Intermediate,27.2,3.0,0.5490196078431373,1.647058823529412,101.2
53,Male,49.5,1.63,173.0,128.0,72.0,0.78,Yoga,27.0,3.2,3,Beginner,18.7,3.0,0.5544554455445545,1.6633663366336635,64.2
22,Female,62.1,1.62,205.0,143.0,67.0,1.28,Yoga,20.5,4.1,5,Advanced,23.5,3.0,0.5507246376811594,1.6521739130434785,131.3
30,Female,69.0,1.7,187.0,150.0,63.0,0.56,Strength,23.1,3.2,4,Intermediate,23.9,6.0,0.7016129032258065,4.209677419354839,162.7
46,Male,104.9,1.82,172.0,141.0,84.0,0.55,Cardio,29.3,2.7,2,Beginner,32.6,7.0,0.6477272727272727,4.534090909090909,269.3
48,Male,67.5,1.73,172.0,157.0,76.0,1.16,HIIT,19.9,3.8,3,Intermediate,22.7,9.5,0.84375,8.015625,627.6
33,Male,51.4,1.6,180.0,148.0,72.0,0.4,Strength,24.8,3.7,3,Beginner,20.1,6.0,0.7037037037037037,4.222222222222222,86.8
59,Male,93.0,1.9,164.0,148.0,58.0,1.36,HIIT,15.3,4.3,7,Expert,25.8,9.5,0.8490566037735849,8.066037735849058,1020.2
47,Male,74.0,1.69,174.0,138.0,71.0,1.18,Cardio,12.2,3.2,4,Advanced,26.0,7.0,0.6504854368932039,4.553398058252427,397.6
33,Male,62.4,1.62,188.0,137.0,76.0,0.33,Yoga,25.1,3.5,3,Beginner,23.7,3.0,0.5446428571428571,1.6339285714285712,33.6
29,Male,76.7,1.82,182.0,155.0,73.0,0.32,Mixed,23.1,2.9,4,Intermediate,23.1,8.0,0.7522935779816514,6.018348623853211,147.7
34,Male,74.1,1.63,175.0,158.0,65.0,0.73,HIIT,18.8,3.0,5,Intermediate,27.8,9.5,0.8454545454545455,8.031818181818181,434.5
33,Female,70.2,1.85,185.0,148.0,63.0,1.32,Strength,22.3,3.3,7,Expert,20.6,6.0,0.6967213114754098,4.1803278688524586,387.4
29,Male,57.4,1.59,194.0,138.0,69.0,0.54,Yoga,20.0,3.9,3,Intermediate,22.6,3.0,0.552,1.656,51.3
25,Male,72.8,1.82,186.0,170.0,76.0,0.61,HIIT,27.8,3.2,2,Beginner,21.9,9.5,0.8545454545454545,8.118181818181817,360.5
37,Female,82.0,1.7,187.0,153.0,73.0,0.89,Strength,28.1,3.6,2,Beginner,28.4,6.0,0.7017543859649122,4.2105263157894735,307.3
20,Female,82.3,1.81,198.0,180.0,74.0,0.8,HIIT,32.8,3.7,2,Beginner,25.1,9.5,0.8548387096774194,8.120967741935484,534.7
33,Female,69.0,1.87,183.0,152.0,61.0,1.645,Mixed,14.0,5.199999999999999,6,Expert,19.7,8.0,0.7459016393442623,5.967213114754099,695.8
47,Female,49.4,1.57,173.0,139.0,57.0,0.98,Strength,22.6,4.1,5,Expert,20.1,6.0,0.7068965517241379,4.241379310344827,205.3
40,Male,102.9,1.81,174.0,147.0,85.0,0.96,Strength,22.7,3.4,2,Beginner,31.5,6.0,0.6966292134831461,4.179775280898877,412.9
45,Male,67.1,1.54,162.0,135.0,70.0,0.42,Strength,27.7,2.8,3,Beginner,28.3,6.0,0.7065217391304348,4.239130434782609,119.5
57,Female,67.9,1.58,169.0,135.0,72.0,0.38,Cardio,25.1,2.2,4,Intermediate,27.4,7.0,0.6494845360824743,4.546391752577319,117.3
22,Female,61.5,1.6,198.0,178.0,67.0,1.07,HIIT,21.4,3.0,6,Advanced,24.0,9.5,0.8473282442748091,8.049618320610687,529.7
37,Male,89.9,1.73,179.0,144.0,79.0,0.53,Cardio,35.3,2.8,3,Beginner,30.0,7.0,0.65,4.55,216.8
57,Male,55.5,1.68,160.0,145.0,57.0,0.95,HIIT,17.7,3.9,4,Intermediate,19.6,9.5,0.8543689320388349,8.116504854368932,427.9
18,Male,74.7,1.66,198.0,165.0,67.0,0.78,Mixed,23.8,3.7,3,Beginner,27.0,8.0,0.7480916030534351,5.984732824427481,348.7
47,Male,63.8,1.69,171.0,156.0,72.0,0.63,HIIT,18.5,2.8,3,Beginner,22.2,9.5,0.8484848484848485,8.06060606060606,324.0
38,Female,69.6,1.74,181.0,131.0,70.0,0.97,Yoga,26.2,4.3,7,Advanced,23.0,3.0,0.5495495495495496,1.648648648648649,111.3
37,Male,82.1,1.75,186.0,157.0,69.0,0.82,Mixed,23.4,3.9,3,Intermediate,26.9,8.0,0.7521367521367521,6.017094017094017,405.1
23,Female,75.0,1.79,194.0,156.0,68.0,1.09,Strength,19.5,4.2,4,Intermediate,23.4,6.0,0.6984126984126984,4.19047619047619,342.6
39,Female,77.2,1.86,176.0,143.0,65.0,1.07,Strength,12.8,3.9,6,Advanced,22.3,6.0,0.7027027027027027,4.216216216216217,348.3
35,Female,62.0,1.68,182.0,152.0,61.0,1.0,Mixed,14.4,4.4,7,Advanced,22.0,8.0,0.7520661157024794,6.016528925619835,373.0
25,Male,47.7,1.63,205.0,160.0,77.0,0.4,Cardio,26.5,2.9,3,Beginner,18.0,7.0,0.6484375,4.5390625,86.6
56,Female,82.0,1.74,165.0,137.0,71.0,0.82,Strength,24.7,3.1,4,Intermediate,27.1,6.0,0.7021276595744681,4.212765957446809,283.3
49,Male,49.0,1.57,173.0,157.0,68.0,1.01,HIIT,15.6,4.1,4,Advanced,20.0,9.5,0.8476190476190476,8.052380952380952,398.5
50,Female,81.7,1.61,169.0,141.0,78.0,0.61,Strength,24.6,3.4,4,Intermediate,31.4,6.0,0.6923076923076923,4.153846153846153,207.0
33,Male,72.4,1.78,196.0,156.0,64.0,0.77,Strength,15.0,3.9,4,Advanced,22.8,6.0,0.696969696969697,4.181818181818182,233.1
29,Female,81.3,1.67,195.0,177.0,76.0,0.66,HIIT,30.7,3.6,2,Beginner,29.2,9.5,0.8487394957983193,8.063025210084033,432.6
55,Female,43.8,1.56,160.0,133.0,70.0,0.64,Strength,29.7,3.0,2,Beginner,18.0,6.0,0.7,4.199999999999999,117.7
51,Male,63.1,1.53,170.0,155.0,69.0,0.93,HIIT,17.1,3.2,3,Beginner,26.9,9.5,0.8514851485148515,8.089108910891088,474.7
31,Male,79.4,1.68,187.0,152.0,70.0,0.73,Strength,20.5,3.3,5,Intermediate,28.0,6.0,0.7008547008547008,4.205128205128204,243.7
53,Female,94.0,1.79,169.0,125.0,71.0,0.82,Yoga,25.3,3.6,5,Intermediate,29.2,3.0,0.5510204081632653,1.6530612244897958,127.4
50,Female,57.9,1.79,175.0,158.0,63.0,0.98,HIIT,17.9,3.4,5,Expert,18.0,9.5,0.8482142857142857,8.058035714285714,457.2
40,Male,60.6,1.69,174.0,144.0,73.0,0.28,Strength,17.7,2.9,3,Intermediate,21.2,6.0,0.7029702970297029,4.217821782178218,71.6
19,Female,93.1,1.88,203.0,157.0,71.0,0.51,Cardio,22.6,2.7,3,Intermediate,26.3,7.0,0.6515151515151515,4.5606060606060606,216.5
58,Male,68.5,1.67,158.0,120.0,73.0,1.27,Yoga,12.3,4.7,5,Advanced,24.6,3.0,0.5529411764705883,1.6588235294117648,144.3
38,Male,69.9,1.67,189.0,135.0,68.0,1.19,Yoga,17.1,4.6,4,Intermediate,25.2,3.0,0.5537190082644629,1.6611570247933884,138.2
19,Female,47.4,1.45,205.0,156.0,64.0,1.11,Cardio,15.5,3.7,6,Advanced,22.6,7.0,0.6524822695035462,4.567375886524824,240.3
44,Male,80.8,1.64,166.0,121.0,66.0,1.05,Yoga,18.2,4.2,7,Advanced,30.2,3.0,0.55,1.65,140.0
26,Female,104.9,1.77,188.0,170.0,64.0,1.09,HIIT,22.7,4.3,5,Intermediate,34.4,9.5,0.8548387096774194,8.120967741935484,949.8
18,Male,82.3,1.84,195.0,143.0,78.0,0.43,Yoga,24.7,3.3,3,Beginner,24.4,3.0,0.5555555555555556,1.6666666666666667,59.0
28,Male,65.8,1.6,192.0,159.0,60.0,0.98,Mixed,14.6,4.6,7,Expert,25.8,8.0,0.75,6.0,386.9
20,Female,72.2,1.73,202.0,162.0,70.0,0.9,Strength,28.0,3.8,5,Intermediate,24.2,6.0,0.696969696969697,4.181818181818182,271.7
40,Male,92.8,1.78,184.0,132.0,68.0,1.11,Yoga,19.4,4.3,4,Advanced,29.1,3.0,0.5517241379310345,1.6551724137931034,170.5
43,Female,77.2,1.68,176.0,143.0,67.0,1.01,Strength,23.5,3.6,7,Advanced,27.3,6.0,0.6972477064220184,4.18348623853211,326.2
21,Male,41.6,1.45,198.0,160.0,72.0,0.75,Strength,25.6,4.1,5,Intermediate,19.7,6.0,0.6984126984126984,4.19047619047619,130.7
35,Male,62.6,1.7,186.0,169.0,68.0,0.72,HIIT,22.5,3.2,4,Intermediate,21.5,9.5,0.8559322033898306,8.131355932203391,366.5
23,Male,61.6,1.76,205.0,184.0,68.0,1.25,HIIT,8.0,4.1,5,Expert,20.0,9.5,0.8467153284671532,8.043795620437956,619.4
52,Male,87.4,1.59,160.0,114.0,58.0,0.86,Yoga,17.7,4.4,4,Advanced,34.8,3.0,0.5490196078431373,1.647058823529412,123.8
39,Female,72.7,1.65,172.0,144.0,62.0,1.46,Mixed,17.1,4.9,4,Advanced,26.5,8.0,0.7454545454545455,5.963636363636364,633.0
32,Male,52.9,1.56,185.0,156.0,67.0,0.92,Mixed,25.4,4.6,3,Intermediate,21.6,8.0,0.7542372881355932,6.033898305084746,293.7
39,Male,44.8,1.45,177.0,159.0,56.0,0.95,HIIT,15.3,3.1,7,Expert,21.3,9.5,0.8512396694214877,8.086776859504132,344.2
54,Male,86.5,1.78,162.0,146.0,56.0,0.81,HIIT,12.0,3.1,4,Advanced,27.2,9.5,0.8490566037735849,8.066037735849058,565.1
59,Female,77.9,1.68,161.0,130.0,73.0,0.87,Cardio,20.1,3.4,4,Advanced,27.6,7.0,0.6477272727272727,4.534090909090909,307.3
29,Female,92.0,1.84,185.0,153.0,78.0,1.04,Strength,29.9,3.3,3,Beginner,27.2,6.0,0.7009345794392523,4.205607476635514,402.4
59,Female,69.5,1.77,158.0,131.0,67.0,0.58,Strength,23.6,3.6,4,Intermediate,22.3,6.0,0.7032967032967034,4.21978021978022,170.1
55,Female,68.2,1.64,164.0,138.0,78.0,0.77,Strength,33.3,4.0,3,Beginner,25.2,6.0,0.6976744186046512,4.186046511627907,219.8
35,Male,68.3,1.67,184.0,142.0,64.0,0.97,Cardio,15.6,3.3,6,Advanced,24.4,7.0,0.65,4.55,301.4
52,Male,61.1,1.74,167.0,138.0,69.0,0.75,Strength,20.6,3.7,3,Intermediate,20.3,6.0,0.7040816326530612,4.224489795918368,193.6
47,Male,64.1,1.78,172.0,147.0,70.0,0.76,Mixed,22.9,4.1,3,Beginner,20.3,8.0,0.7549019607843137,6.03921568627451,294.2
41,Female,75.2,1.71,175.0,143.0,70.0,0.84,Strength,26.8,3.8,5,Intermediate,25.6,6.0,0.6952380952380952,4.171428571428571,263.5
59,Female,79.5,1.79,160.0,146.0,67.0,0.77,HIIT,25.0,2.6,3,Intermediate,24.8,9.5,0.8494623655913979,8.06989247311828,494.0
47,Male,71.4,1.65,173.0,133.0,60.0,0.66,Cardio,23.2,3.2,7,Advanced,26.2,7.0,0.6460176991150443,4.522123893805309,213.1
31,Male,67.8,1.58,194.0,140.0,75.0,0.65,Yoga,17.8,3.2,3,Intermediate,27.2,3.0,0.5462184873949579,1.638655462184874,72.2
23,Male,84.0,1.67,190.0,171.0,66.0,0.8,HIIT,26.1,2.5,4,Intermediate,30.0,9.5,0.8467741935483871,8.044354838709678,540.6
20,Female,60.4,1.7,200.0,155.0,72.0,1.12,Cardio,18.9,3.4,7,Advanced,20.9,7.0,0.6484375,4.5390625,307.1
33,Male,64.5,1.56,188.0,150.0,61.0,0.99,Strength,16.8,4.1,5,Advanced,26.5,6.0,0.7007874015748031,4.2047244094488185,268.5
24,Male,64.6,1.55,197.0,154.0,55.0,1.06,Strength,11.7,3.5,7,Expert,27.0,6.0,0.6971830985915493,4.183098591549296,286.4
31,Female,67.7,1.72,190.0,161.0,73.0,0.74,Mixed,23.0,4.5,5,Intermediate,22.8,8.0,0.7521367521367521,6.017094017094017,301.4
26,Female,65.8,1.64,187.0,150.0,63.0,1.43,Strength,24.8,3.9,6,Advanced,24.5,6.0,0.7016129032258065,4.209677419354839,396.1
32,Male,63.2,1.66,189.0,152.0,67.0,0.25,Strength,25.5,2.7,2,Beginner,22.9,6.0,0.6967213114754098,4.1803278688524586,66.0
38,Female,87.7,1.64,183.0,148.0,66.0,0.94,Strength,16.3,3.7,4,Advanced,32.4,6.0,0.7008547008547008,4.205128205128204,346.7
52,Male,82.0,1.83,171.0,137.0,58.0,1.25,Strength,10.8,4.4,7,Advanced,24.4,6.0,0.6991150442477876,4.1946902654867255,430.0
19,Male,84.2,1.81,200.0,164.0,55.0,0.97,Mixed,13.3,4.2,4,Advanced,25.8,8.0,0.7517241379310344,6.0137931034482754,491.2
44,Male,55.6,1.56,173.0,150.0,78.0,0.45,Mixed,24.3,3.8,2,Beginner,22.9,8.0,0.7578947368421053,6.063157894736842,151.7
19,Male,58.4,1.63,205.0,164.0,67.0,1.35,Strength,17.4,4.3,7,Expert,22.1,6.0,0.7028985507246377,4.217391304347826,332.5
52,Female,58.5,1.77,162.0,136.0,58.0,1.39,Mixed,15.7,4.0,5,Expert,18.8,8.0,0.75,6.0,487.9
35,Female,86.0,1.74,178.0,153.0,76.0,1.03,Mixed,23.8,4.4,5,Intermediate,28.4,8.0,0.7549019607843137,6.03921568627451,535.0
31,Female,76.0,1.68,183.0,166.0,74.0,0.91,HIIT,24.7,3.3,4,Intermediate,27.1,9.5,0.8440366972477065,8.018348623853212,554.5
37,Male,55.9,1.57,185.0,130.0,63.0,1.42,Yoga,14.5,3.9,7,Expert,22.8,3.0,0.5491803278688525,1.6475409836065575,130.8
35,Male,53.0,1.61,181.0,131.0,69.0,0.92,Yoga,12.7,4.0,4,Intermediate,20.4,3.0,0.5535714285714286,1.6607142857142858,81.0
27,Male,65.5,1.63,192.0,136.0,67.0,0.63,Yoga,23.3,3.7,3,Intermediate,24.7,3.0,0.552,1.656,68.3
42,Female,64.2,1.71,185.0,157.0,72.0,0.79,Mixed,30.3,3.7,4,Intermediate,22.0,8.0,0.7522123893805309,6.017699115044247,305.2
19,Female,79.1,1.85,195.0,140.0,73.0,0.82,Yoga,29.2,4.2,4,Intermediate,23.1,3.0,0.5491803278688525,1.6475409836065575,106.9
42,Male,49.2,1.61,169.0,154.0,64.0,1.0,HIIT,19.2,3.6,4,Intermediate,18.9,9.5,0.8571428571428571,8.142857142857142,400.6
50,Female,61.9,1.58,174.0,127.0,68.0,0.7,Yoga,15.9,3.8,5,Intermediate,24.9,3.0,0.5566037735849056,1.669811320754717,72.4
53,Female,69.5,1.67,163.0,135.0,69.0,0.91,Strength,24.9,3.6,5,Intermediate,24.9,6.0,0.7021276595744681,4.212765957446809,266.4
48,Female,90.2,1.78,166.0,139.0,59.0,1.48,Mixed,17.1,4.8,7,Expert,28.4,8.0,0.7476635514018691,5.981308411214953,798.5
31,Female,55.2,1.54,188.0,149.0,57.0,0.92,Strength,19.4,4.1,6,Expert,23.4,6.0,0.7022900763358778,4.213740458015267,214.0
18,Male,75.5,1.83,201.0,151.0,58.0,0.64,Cardio,18.7,2.9,7,Advanced,22.7,7.0,0.6503496503496503,4.5524475524475525,220.0
33,Female,49.8,1.66,183.0,154.0,68.0,0.95,Mixed,27.6,4.5,5,Intermediate,18.0,8.0,0.7478260869565218,5.982608695652174,283.0
20,Male,73.3,1.61,203.0,161.0,64.0,0.98,Strength,20.9,3.7,6,Advanced,28.4,6.0,0.697841726618705,4.18705035971223,300.8
52,Female,63.7,1.52,164.0,130.0,68.0,1.1,Cardio,15.4,2.9,3,Intermediate,27.6,7.0,0.6458333333333334,4.520833333333334,316.8
58,Male,73.9,1.75,158.0,144.0,68.0,1.62,HIIT,12.2,4.0,7,Advanced,24.1,9.5,0.8444444444444444,8.022222222222222,960.4
23,Male,51.7,1.66,188.0,150.0,63.0,1.08,Strength,21.7,4.1,5,Intermediate,18.7,6.0,0.696,4.176,233.2
42,Female,55.1,1.7,166.0,126.0,76.0,0.33,Yoga,27.6,3.7,2,Beginner,19.1,3.0,0.5555555555555556,1.6666666666666667,30.3
30,Male,55.1,1.59,191.0,172.0,61.0,1.2,HIIT,27.2,4.3,3,Intermediate,21.8,9.5,0.8538461538461538,8.111538461538462,536.3
51,Male,75.7,1.65,162.0,148.0,65.0,1.14,HIIT,19.8,3.5,5,Advanced,27.9,9.5,0.8556701030927835,8.128865979381443,701.5
25,Female,67.0,1.63,194.0,146.0,55.0,1.34,Cardio,18.4,2.8,7,Expert,25.2,7.0,0.6546762589928058,4.58273381294964,411.4
38,Male,50.3,1.67,192.0,155.0,71.0,0.35,Strength,20.7,3.2,3,Beginner,18.0,6.0,0.6942148760330579,4.1652892561983474,73.3
51,Female,66.7,1.61,171.0,126.0,70.0,0.71,Yoga,21.1,3.7,3,Intermediate,25.6,3.0,0.5544554455445545,1.6633663366336635,78.8
21,Male,48.1,1.53,199.0,165.0,63.0,0.83,Mixed,16.0,3.9,5,Intermediate,20.6,8.0,0.75,6.0,239.5
42,Female,79.1,1.9,180.0,151.0,63.0,0.79,Mixed,23.2,4.2,4,Intermediate,21.9,8.0,0.7521367521367521,6.017094017094017,376.0
32,Female,66.5,1.54,199.0,159.0,65.0,1.25,Strength,14.5,3.9,7,Expert,27.9,6.0,0.7014925373134329,4.208955223880597,349.9
21,Female,78.0,1.7,190.0,151.0,62.0,0.71,Strength,21.0,3.1,4,Intermediate,27.1,6.0,0.6953125,4.171875,231.0
29,Female,64.1,1.5,190.0,146.0,64.0,1.24,Cardio,29.9,3.7,6,Advanced,28.4,7.0,0.6507936507936508,4.555555555555555,362.1
49,Female,52.4,1.48,178.0,152.0,72.0,1.3,Mixed,22.5,4.9,5,Advanced,23.9,8.0,0.7547169811320755,6.037735849056604,411.3
49,Male,78.6,1.69,173.0,129.0,76.0,0.37,Yoga,31.3,3.2,2,Beginner,27.5,3.0,0.5463917525773195,1.6391752577319587,47.7
45,Male,62.4,1.7,181.0,129.0,65.0,0.83,Yoga,19.0,4.1,6,Advanced,21.7,3.0,0.5517241379310345,1.6551724137931034,85.7
30,Female,74.9,1.81,187.0,133.0,66.0,0.42,Yoga,28.5,3.4,5,Intermediate,23.0,3.0,0.5537190082644629,1.6611570247933884,52.3
48,Male,67.1,1.72,166.0,129.0,61.0,0.48,Cardio,18.4,2.1,5,Advanced,22.7,7.0,0.6476190476190476,4.533333333333333,146.0
31,Male,66.8,1.67,199.0,143.0,74.0,0.41,Yoga,22.4,3.2,2,Beginner,24.1,3.0,0.552,1.656,45.4
37,Male,47.4,1.59,183.0,130.0,65.0,0.8,Yoga,23.3,3.8,2,Beginner,18.9,3.0,0.5508474576271186,1.652542372881356,62.7
35,Female,77.4,1.83,189.0,159.0,70.0,0.87,Mixed,15.1,3.9,4,Advanced,23.1,8.0,0.7478991596638656,5.983193277310924,402.9
46,Female,93.7,1.77,178.0,130.0,71.0,0.92,Yoga,24.5,4.0,4,Intermediate,29.8,3.0,0.5514018691588785,1.6542056074766354,142.6
23,Male,47.5,1.56,203.0,159.0,55.0,1.33,Strength,16.0,4.2,6,Expert,19.6,6.0,0.7027027027027027,4.216216216216217,266.4
49,Female,53.0,1.68,172.0,143.0,75.0,0.8,Strength,23.5,3.3,5,Intermediate,18.7,6.0,0.7010309278350515,4.2061855670103085,178.3
46,Female,54.6,1.69,176.0,161.0,78.0,0.52,HIIT,31.3,3.3,3,Beginner,19.0,9.5,0.8469387755102041,8.045918367346939,228.4
19,Male,93.8,1.65,203.0,156.0,67.0,1.04,Cardio,8.7,3.1,5,Advanced,34.6,7.0,0.6544117647058824,4.580882352941177,446.9
40,Female,79.8,1.76,177.0,153.0,81.0,0.48,Mixed,28.8,4.1,4,Intermediate,25.9,8.0,0.75,6.0,229.8
36,Female,71.2,1.76,189.0,172.0,75.0,0.85,HIIT,31.2,3.4,2,Beginner,22.9,9.5,0.8508771929824561,8.083333333333334,489.2
48,Female,67.0,1.66,169.0,156.0,83.0,0.49,HIIT,27.8,3.0,2,Beginner,24.3,9.5,0.8488372093023255,8.063953488372093,264.7
22,Female,68.0,1.65,204.0,159.0,75.0,0.96,Cardio,29.7,3.4,2,Beginner,24.9,7.0,0.6511627906976745,4.558139534883721,297.6
36,Female,71.8,1.83,188.0,149.0,77.0,0.7,Cardio,25.3,2.1,2,Beginner,21.4,7.0,0.6486486486486487,4.54054054054054,228.2
51,Male,69.0,1.77,158.0,144.0,67.0,1.06,HIIT,12.4,3.3,3,Intermediate,21.9,9.5,0.8461538461538461,8.038461538461538,587.9
27,Female,66.5,1.69,197.0,133.0,56.0,1.01,Yoga,13.1,3.5,7,Advanced,23.4,3.0,0.5460992907801419,1.6382978723404256,110.0
42,Female,48.6,1.52,179.0,145.0,66.0,0.48,Strength,26.0,3.2,3,Beginner,21.1,6.0,0.6991150442477876,4.1946902654867255,97.9
19,Male,65.9,1.71,205.0,184.0,65.0,1.42,HIIT,18.9,4.2,6,Advanced,22.4,9.5,0.85,8.075,755.6
28,Male,77.8,1.75,201.0,151.0,59.0,1.04,Cardio,9.8,3.4,5,Expert,25.4,7.0,0.647887323943662,4.535211267605634,367.0
48,Female,42.1,1.45,173.0,156.0,64.0,0.71,HIIT,23.7,3.1,5,Intermediate,20.0,9.5,0.8440366972477065,8.018348623853212,239.7
32,Male,100.1,1.71,190.0,152.0,64.0,0.79,Strength,13.0,3.6,7,Advanced,34.4,6.0,0.6984126984126984,4.19047619047619,331.4
26,Female,72.5,1.64,188.0,160.0,77.0,0.42,Mixed,30.5,3.9,3,Beginner,27.0,8.0,0.7477477477477478,5.981981981981982,182.2
40,Male,52.0,1.66,179.0,150.0,81.0,0.63,Strength,19.5,2.7,2,Beginner,18.9,6.0,0.7040816326530612,4.224489795918368,138.4
36,Female,45.5,1.59,192.0,161.0,67.0,0.68,Mixed,31.7,3.6,4,Intermediate,18.0,8.0,0.752,6.016,186.1
26,Male,58.9,1.67,194.0,150.0,67.0,1.09,Cardio,17.1,4.0,5,Advanced,21.2,7.0,0.6535433070866141,4.574803149606299,293.7
52,Female,88.5,1.82,173.0,148.0,74.0,1.14,Mixed,23.8,4.5,4,Advanced,26.7,8.0,0.7474747474747475,5.97979797979798,603.3
38,Male,69.4,1.64,182.0,129.0,64.0,0.9,Yoga,13.2,4.1,6,Expert,26.0,3.0,0.5508474576271186,1.652542372881356,103.2
26,Female,74.3,1.78,193.0,174.0,66.0,0.98,HIIT,22.3,3.3,3,Intermediate,23.6,9.5,0.8503937007874016,8.078740157480315,588.2
45,Female,55.2,1.6,178.0,162.0,71.0,0.45,HIIT,21.4,2.9,4,Intermediate,21.6,9.5,0.8504672897196262,8.07943925233645,200.7
24,Female,62.8,1.76,181.0,129.0,66.0,1.04,Yoga,13.3,3.5,6,Advanced,20.4,3.0,0.5478260869565217,1.643478260869565,107.3
33,Male,63.2,1.68,189.0,156.0,78.0,0.59,Strength,29.3,3.2,3,Beginner,22.4,6.0,0.7027027027027027,4.216216216216217,157.2
33,Male,58.7,1.72,176.0,137.0,65.0,0.83,Cardio,24.8,2.7,5,Advanced,20.0,7.0,0.6486486486486487,4.54054054054054,221.2
50,Female,63.3,1.68,170.0,126.0,72.0,0.75,Yoga,32.5,3.5,4,Intermediate,22.4,3.0,0.5510204081632653,1.6530612244897958,78.5
21,Female,89.2,1.74,195.0,178.0,80.0,0.96,HIIT,22.9,3.2,2,Beginner,29.3,9.5,0.8521739130434782,8.095652173913043,693.2
21,Female,44.0,1.45,193.0,162.0,70.0,0.88,Mixed,28.1,4.2,3,Beginner,20.9,8.0,0.7479674796747967,5.983739837398374,231.7
56,Female,62.6,1.54,171.0,136.0,55.0,1.6,Strength,10.9,4.6,7,Expert,26.4,6.0,0.6982758620689655,4.189655172413794,419.6
57,Male,80.2,1.72,169.0,140.0,73.0,0.9,Strength,22.9,3.5,3,Intermediate,27.1,6.0,0.6979166666666666,4.1875,302.3
34,Male,42.9,1.48,184.0,135.0,74.0,0.55,Yoga,30.1,3.4,3,Beginner,19.7,3.0,0.5545454545454546,1.6636363636363636,39.3
54,Male,54.6,1.63,178.0,163.0,79.0,0.78,HIIT,21.1,3.0,2,Beginner,20.6,9.5,0.8484848484848485,8.06060606060606,343.3
56,Female,79.3,1.67,169.0,155.0,75.0,0.99,HIIT,22.7,3.5,3,Intermediate,28.3,9.5,0.851063829787234,8.085106382978724,634.7
